event_day,event_hour,topics,city,country
2017-03-29,02:00,Humanism,Winston Salem,us
2017-03-29,02:00,Separation of Church and State,Winston Salem,us
2017-03-29,02:00,Secularism,Winston Salem,us
2017-03-29,02:00,Religious Liberty,Winston Salem,us
2017-03-29,02:00,Non-partisan Political Action,Winston Salem,us
2017-03-29,02:00,Americans United for Separation of Church & State,Winston Salem,us
2017-03-25,15:30,Running and Socializing and Drinking,Copenhagen,dk
2017-03-25,15:30,Copenhagen Running,Copenhagen,dk
2017-03-25,15:30,Hash House Harriers,Copenhagen,dk
2017-03-25,15:30,Outdoor  Fitness,Copenhagen,dk
2017-03-25,15:30,Outdoors,Copenhagen,dk
2017-03-25,15:30,Adventure,Copenhagen,dk
2017-03-25,15:30,New In Town,Copenhagen,dk
2017-03-25,15:30,Beer,Copenhagen,dk
2017-03-25,15:30,hashing,Copenhagen,dk
2017-03-25,15:30,Running,Copenhagen,dk
2017-03-25,15:30,Social,Copenhagen,dk
2017-03-25,15:30,Social Networking,Copenhagen,dk
2017-03-25,15:30,Drinking,Copenhagen,dk
2017-03-19,15:00,Badminton,Berlin,de
2017-03-19,15:00,Sports and Socials,Berlin,de
2017-03-19,15:00,Recreational Sports,Berlin,de
2017-03-19,15:00,Coached Badminton,Berlin,de
2017-03-19,15:00,Pick Up Badminton,Berlin,de
2017-03-19,15:00,Badminton training,Berlin,de
2017-03-19,15:00,Badminton League,Berlin,de
2017-03-19,15:00,Doubles Badminton,Berlin,de
2017-03-19,15:00,badminton pals,Berlin,de
2017-03-19,15:00,badminton networking,Berlin,de
2017-03-19,15:00,Sunday Badminton,Berlin,de
2017-03-25,02:00,Science,Brisbane,au
2017-03-25,02:00,Farmers Market,Brisbane,au
2017-03-25,02:00,Sustainable Development,Brisbane,au
2017-03-25,02:00,Environment,Brisbane,au
2017-03-25,02:00,Futurology,Brisbane,au
2017-03-25,02:00,Permaculture,Brisbane,au
2017-03-25,02:00,New Urbanism,Brisbane,au
2017-03-25,02:00,Sustainability,Brisbane,au
2017-03-25,02:00,Renewable Energy,Brisbane,au
2017-03-25,02:00,Green Living,Brisbane,au
2017-03-25,02:00,"Prosperity, Abundance, Intention, Quality of Life",Brisbane,au
2017-03-25,02:00,Resource Based Economy,Brisbane,au
2017-03-25,02:00,Sustainable Social and Economic Development,Brisbane,au
2017-03-25,02:00,Zeitgeist Movement,Brisbane,au
2017-03-25,02:00,The Venus Project,Brisbane,au
2017-03-25,02:00,Collaborative Consumption,Brisbane,au
2017-03-25,02:00,economy,Brisbane,au
2017-04-20,02:30,Web Standards,Austin,us
2017-04-20,02:30,Software Development,Austin,us
2017-04-20,02:30,Mobile Development,Austin,us
2017-04-20,02:30,JavaScript,Austin,us
2017-04-20,02:30,Web Technology,Austin,us
2017-04-20,02:30,Web Development,Austin,us
2017-04-20,02:30,Web Application,Austin,us
2017-04-20,02:30,Web Design,Austin,us
2017-04-20,02:30,JavaScript Frameworks,Austin,us
2017-04-20,02:30,Web Application Test Automation,Austin,us
2017-04-20,02:30,Automating Web Application Testing,Austin,us
2017-04-20,02:30,web application development,Austin,us
2017-04-20,02:30,Internet Technology Professionals & Startups,Austin,us
2017-04-20,02:30,AngularJS,Austin,us
2017-04-08,15:00,Travel,Satellite Beach,us
2017-04-08,15:00,Dining Out,Satellite Beach,us
2017-04-08,15:00,Cruises,Satellite Beach,us
2017-04-08,15:00,Vacations,Satellite Beach,us
2017-04-08,15:00,International Travel,Satellite Beach,us
2017-04-08,15:00,Dancing,Satellite Beach,us
2017-04-08,15:00,Tennis,Satellite Beach,us
2017-07-16,12:30,Hiking,Wellington,gb
2017-07-16,12:30,Photo Walks,Wellington,gb
2017-07-16,12:30,Day hikes,Wellington,gb
2017-07-16,12:30,Nature Walks,Wellington,gb
2017-07-16,12:30,Nature,Wellington,gb
2017-07-16,12:30,Trails,Wellington,gb
2017-07-16,12:30,Outdoor  Fitness,Wellington,gb
2017-07-16,12:30,Outdoors,Wellington,gb
2017-07-16,12:30,Walking,Wellington,gb
2017-07-16,12:30,Outdoor Adventures,Wellington,gb
2017-07-16,12:30,Exploring,Wellington,gb
2017-03-20,19:30,Self-Improvement,Cambridge,ca
2017-03-20,19:30,Women's Social,Cambridge,ca
2017-03-20,19:30,Wellness,Cambridge,ca
2017-03-20,19:30,Holistic Health,Cambridge,ca
2017-03-20,19:30,Women Entrepreneurs,Cambridge,ca
2017-03-20,19:30,Self-Help,Cambridge,ca
2017-03-20,19:30,Women's Empowerment,Cambridge,ca
2017-03-20,19:30,Healthy Living,Cambridge,ca
2017-03-20,19:30,Women Small Business Owners,Cambridge,ca
2017-03-20,19:30,Spiritual Wellness,Cambridge,ca
2017-03-20,19:30,Mind Body Wellness,Cambridge,ca
2017-03-20,19:30,Professional Women,Cambridge,ca
2017-03-20,19:30,Self-Empowerment,Cambridge,ca
2017-03-20,19:30,Female Entrepreneurs,Cambridge,ca
2017-03-20,19:30,Women's Networking,Cambridge,ca
2017-03-19,16:00,Fly  Casting,Paramus,us
2017-03-19,16:00,Fishing,Paramus,us
2017-03-19,16:00,Outdoors,Paramus,us
2017-03-19,16:00,Camping,Paramus,us
2017-03-19,16:00,Bergen County,Paramus,us
2017-03-19,16:00,Northern New Jersey,Paramus,us
2017-03-19,16:00,Hiking,Paramus,us
2017-03-19,16:00,Kayaking,Paramus,us
2017-03-19,16:00,ll bean,Paramus,us
2017-03-19,16:00,Fly Fishing,Paramus,us
2017-03-19,16:00,Fly Tying,Paramus,us
2017-03-20,00:00,Social Networking,Madrid,es
2017-03-20,00:00,Nightlife,Madrid,es
2017-03-20,00:00,Concerts,Madrid,es
2017-03-20,00:00,"Eating, Drinking, Talking, Laughing, Etc",Madrid,es
2017-03-20,00:00,Culture,Madrid,es
2017-03-20,00:00,Theater,Madrid,es
2017-03-20,00:00,Music Lovers,Madrid,es
2017-03-20,00:00,Live Music & Art Shows,Madrid,es
2017-03-20,00:00,Photography,Madrid,es
2017-03-20,00:00,Explore Madrid,Madrid,es
2017-03-20,00:00,Photowalk,Madrid,es
2017-03-20,00:00,Street Photography,Madrid,es
2017-03-20,00:00,Dining Out,Madrid,es
2017-03-20,00:00,Live Music,Madrid,es
2017-03-22,02:00,A Cappella,Saint Charles,us
2017-03-22,02:00,Music,Saint Charles,us
2017-03-22,02:00,Singing,Saint Charles,us
2017-03-22,02:00,Women's Chorus,Saint Charles,us
2017-03-22,02:00,Choir,Saint Charles,us
2017-03-22,02:00,Group Singing,Saint Charles,us
2017-03-22,02:00,Barbershop Chorus,Saint Charles,us
2017-03-22,02:00,Sing Barbershop Harmony and Ring those chords!!!,Saint Charles,us
2017-03-22,02:00,Women's Barbershop Chorus,Saint Charles,us
2017-03-19,16:00,Web Design,Zürich,ch
2017-03-19,16:00,Software Development,Zürich,ch
2017-03-19,16:00,Web Development,Zürich,ch
2017-03-19,16:00,Open Source,Zürich,ch
2017-03-19,16:00,Web Technology,Zürich,ch
2017-03-19,16:00,Kids,Zürich,ch
2017-03-19,16:00,Computer programming,Zürich,ch
2017-03-19,16:00,Family Friendly,Zürich,ch
2017-03-19,16:00,Bilingual Children,Zürich,ch
2017-03-19,16:00,Mobile Development,Zürich,ch
2017-03-19,16:00,Moms,Zürich,ch
2017-03-19,16:00,Activities for Teenagers,Zürich,ch
2017-03-19,16:00,Gifted Children,Zürich,ch
2017-03-19,16:00,Homeschooling,Zürich,ch
2017-03-19,16:00,Dads,Zürich,ch
2017-03-23,13:00,nodeJS,Jakarta,id
2017-03-23,13:00,HTML,Jakarta,id
2017-03-23,13:00,JavaScript Frameworks,Jakarta,id
2017-03-23,13:00,Mobile Technology,Jakarta,id
2017-03-23,13:00,Front-end Development,Jakarta,id
2017-03-23,13:00,Web Development,Jakarta,id
2017-03-23,13:00,Android Development,Jakarta,id
2017-03-23,13:00,iOS Development,Jakarta,id
2017-03-23,13:00,AngularJS,Jakarta,id
2017-03-23,13:00,Software Development,Jakarta,id
2017-03-23,13:00,Education & Technology,Jakarta,id
2017-03-23,13:00,Computer programming,Jakarta,id
2017-03-23,13:00,Programming Languages,Jakarta,id
2017-03-23,13:00,Learning,Jakarta,id
2017-03-23,13:00,Mobile Development,Jakarta,id
2017-03-19,15:00,Fashionista,Philadelphia,us
2017-03-19,15:00,Travel,Philadelphia,us
2017-03-19,15:00,Black Professionals,Philadelphia,us
2017-03-19,15:00,Shopping,Philadelphia,us
2017-03-19,15:00,Women's Social,Philadelphia,us
2017-03-19,15:00,Cocktails,Philadelphia,us
2017-03-19,15:00,Fun Times,Philadelphia,us
2017-03-19,15:00,Girlfriends,Philadelphia,us
2017-03-19,15:00,Girls having fun,Philadelphia,us
2017-03-19,15:00,Girls' Night Out,Philadelphia,us
2017-03-19,15:00,Fashion and Style,Philadelphia,us
2017-03-19,15:00,Women's Empowerment,Philadelphia,us
2017-03-19,15:00,Black Women,Philadelphia,us
2017-03-19,15:00,African American Women,Philadelphia,us
2017-03-19,15:00,African Americans,Philadelphia,us
2017-03-25,01:00,Alternative Medicine,Burlington,ca
2017-03-25,01:00,Self Exploration,Burlington,ca
2017-03-25,01:00,Professional Women,Burlington,ca
2017-03-25,01:00,Meditation,Burlington,ca
2017-03-25,01:00,Law of Attraction,Burlington,ca
2017-03-25,01:00,Spirituality,Burlington,ca
2017-03-25,01:00,Energy Healing,Burlington,ca
2017-03-25,01:00,Self-Empowerment,Burlington,ca
2017-03-25,01:00,Self-Improvement,Burlington,ca
2017-03-25,01:00,Stress Management,Burlington,ca
2017-03-25,01:00,Lightworkers,Burlington,ca
2017-03-25,01:00,Stress Relief,Burlington,ca
2017-03-25,01:00,Personal Life Transformation,Burlington,ca
2017-03-25,01:00,Metaphysics,Burlington,ca
2017-03-25,01:00,Women's Empowerment,Burlington,ca
2017-04-01,15:30,Running and Socializing and Drinking,Copenhagen,dk
2017-04-01,15:30,Copenhagen Running,Copenhagen,dk
2017-04-01,15:30,Hash House Harriers,Copenhagen,dk
2017-04-01,15:30,Outdoor  Fitness,Copenhagen,dk
2017-04-01,15:30,Outdoors,Copenhagen,dk
2017-04-01,15:30,Adventure,Copenhagen,dk
2017-04-01,15:30,New In Town,Copenhagen,dk
2017-04-01,15:30,Beer,Copenhagen,dk
2017-04-01,15:30,hashing,Copenhagen,dk
2017-04-01,15:30,Running,Copenhagen,dk
2017-04-01,15:30,Social,Copenhagen,dk
2017-04-01,15:30,Social Networking,Copenhagen,dk
2017-04-01,15:30,Drinking,Copenhagen,dk
2017-03-19,15:50,Weight Loss,London,gb
2017-03-19,15:50,Basketball,London,gb
2017-03-19,15:50,Women's Basketball,London,gb
2017-03-19,15:50,Wellness,London,gb
2017-03-19,15:50,Sports and Socials,London,gb
2017-03-19,15:50,Healthy Living,London,gb
2017-03-19,15:50,Men's Basketball,London,gb
2017-03-19,15:50,Pick-up Basketball,London,gb
2017-03-19,15:50,Exercise,London,gb
2017-03-19,15:50,Coed Basketball,London,gb
2017-03-19,15:50,Men's Pick-up Basketball,London,gb
2017-03-19,15:50,Indoor basketball,London,gb
2017-03-19,15:50,Womens Basketball,London,gb
2017-03-19,15:50,Ladies Basketball,London,gb
2017-03-19,15:50,Coed Pick-up Basketball,London,gb
2017-03-25,05:45,Dining Out,Hong Kong,hk
2017-03-25,05:45,Vegan,Hong Kong,hk
2017-03-25,05:45,Vegetarian,Hong Kong,hk
2017-03-25,05:45,Raw Vegan,Hong Kong,hk
2017-03-25,05:45,Animal Rights,Hong Kong,hk
2017-03-25,05:45,Animal Welfare,Hong Kong,hk
2017-03-25,05:45,Animal Rescue,Hong Kong,hk
2017-03-25,05:45,Meat Free Monday,Hong Kong,hk
2017-03-19,16:00,Web Design,Zürich,ch
2017-03-19,16:00,Software Development,Zürich,ch
2017-03-19,16:00,Web Development,Zürich,ch
2017-03-19,16:00,Open Source,Zürich,ch
2017-03-19,16:00,Web Technology,Zürich,ch
2017-03-19,16:00,Kids,Zürich,ch
2017-03-19,16:00,Computer programming,Zürich,ch
2017-03-19,16:00,Family Friendly,Zürich,ch
2017-03-19,16:00,Bilingual Children,Zürich,ch
2017-03-19,16:00,Mobile Development,Zürich,ch
2017-03-19,16:00,Moms,Zürich,ch
2017-03-19,16:00,Activities for Teenagers,Zürich,ch
2017-03-19,16:00,Gifted Children,Zürich,ch
2017-03-19,16:00,Homeschooling,Zürich,ch
2017-03-19,16:00,Dads,Zürich,ch
2017-03-19,16:45,Hiking,Middlefield,us
2017-03-19,16:45,Outdoors,Middlefield,us
2017-03-19,16:45,Backpacking,Middlefield,us
2017-03-19,16:45,WILDERNESS HIKING,Middlefield,us
2017-03-19,16:45,Back country hiking,Middlefield,us
2017-03-19,16:45,Hiking Trail Maintenance,Middlefield,us
2017-03-19,16:45,Hiking and Backpacking in the wilderness,Middlefield,us
2017-03-19,16:45,Outdoor Adventures,Middlefield,us
2017-03-19,16:45,Outdoor  Fitness,Middlefield,us
2017-03-19,16:45,Snowshoeing,Middlefield,us
2017-03-19,16:45,Social,Middlefield,us
2017-03-19,16:45,Fitness,Middlefield,us
2017-04-09,03:00,Exercise,Sydney,au
2017-04-09,03:00,Fitness,Sydney,au
2017-04-09,03:00,Fun Times,Sydney,au
2017-04-09,03:00,Camping,Sydney,au
2017-04-09,03:00,Wellness,Sydney,au
2017-04-09,03:00,Walking,Sydney,au
2017-04-09,03:00,Social Networking,Sydney,au
2017-04-09,03:00,New In Town,Sydney,au
2017-04-09,03:00,Social,Sydney,au
2017-04-09,03:00,Healthy Living,Sydney,au
2017-04-09,03:00,Hiking,Sydney,au
2017-04-09,03:00,Sports and Recreation,Sydney,au
2017-04-09,03:00,Weekend Getaways,Sydney,au
2017-04-09,03:00,Dining Out,Sydney,au
2017-04-09,03:00,Outdoors,Sydney,au
2017-03-21,20:00,Environment,Berlin,de
2017-03-21,20:00,Geography,Berlin,de
2017-03-21,20:00,Education & Technology,Berlin,de
2017-03-21,20:00,Mapping,Berlin,de
2017-03-21,20:00,Cartography,Berlin,de
2017-03-21,20:00,Learning,Berlin,de
2017-03-21,20:00,Hacking,Berlin,de
2017-03-21,20:00,Geospatial,Berlin,de
2017-03-21,20:00,Workshop,Berlin,de
2017-03-21,20:00,Data Visualization,Berlin,de
2017-03-21,20:00,OpenStreetMap,Berlin,de
2017-03-21,20:00,Spatial Data,Berlin,de
2017-03-21,20:00,Web mapping,Berlin,de
2017-03-21,20:00,Open Source,Berlin,de
2017-03-21,20:00,Maptime,Berlin,de
2017-04-05,00:30,Open Source,Winston Salem,us
2017-04-05,00:30,Self-Improvement,Winston Salem,us
2017-04-05,00:30,Professional Development,Winston Salem,us
2017-04-05,00:30,Public Speaking,Winston Salem,us
2017-04-05,00:30,Women's Social,Winston Salem,us
2017-04-05,00:30,Business Intelligence,Winston Salem,us
2017-04-05,00:30,Leadership,Winston Salem,us
2017-04-05,00:30,Young Professionals,Winston Salem,us
2017-04-05,00:30,Business Strategy,Winston Salem,us
2017-04-05,00:30,Communication Skills,Winston Salem,us
2017-04-05,00:30,Startup Businesses,Winston Salem,us
2017-04-05,00:30,Professional Women,Winston Salem,us
2017-04-05,00:30,Self-Empowerment,Winston Salem,us
2017-04-05,00:30,Knowledge Sharing,Winston Salem,us
2017-03-19,16:00,Sports Fan,Barcelona,es
2017-03-19,16:00,Tennis,Barcelona,es
2017-03-19,16:00,Exercise,Barcelona,es
2017-03-19,16:00,Recreational Sports,Barcelona,es
2017-03-19,16:00,Outdoors,Barcelona,es
2017-03-19,16:00,Sports and Socials,Barcelona,es
2017-03-19,16:00,Outdoor Tennis,Barcelona,es
2017-03-19,16:00,Tennis Partner,Barcelona,es
2017-03-19,16:00,Tennis for Beginners,Barcelona,es
2017-03-19,16:00,Tennis Players,Barcelona,es
2017-03-19,16:00,Cardio Tennis,Barcelona,es
2017-03-19,16:00,Competitive Tennis,Barcelona,es
2017-03-19,16:00,Tennis for Adults,Barcelona,es
2017-03-19,16:00,Indoor Tennis,Barcelona,es
2017-03-19,16:00,Pick-up Tennis,Barcelona,es
2017-04-13,02:30,LGBT Friendly,Nyack,us
2017-04-13,02:30,Gay Men,Nyack,us
2017-04-13,02:30,FTM Transgender,Nyack,us
2017-04-13,02:30,Transgender men and women,Nyack,us
2017-04-13,02:30,Gay and Lesbian Friends,Nyack,us
2017-04-13,02:30,Gay,Nyack,us
2017-04-13,02:30,Lesbian,Nyack,us
2017-04-13,02:30,TG,Nyack,us
2017-04-13,02:30,LGBT,Nyack,us
2017-04-13,02:30,LGBT Social Group,Nyack,us
2017-04-13,02:30,Friends & Supporters of LGBT/GLBT,Nyack,us
2017-04-13,02:30,Bisexual,Nyack,us
2017-04-13,02:30,transgender men,Nyack,us
2017-04-13,02:30,LGBTQ,Nyack,us
2017-04-13,02:30,Transgender Women,Nyack,us
2017-03-23,14:00,Web Design,Bangkok,th
2017-03-23,14:00,Creative Freelancers,Bangkok,th
2017-03-23,14:00,Creativity,Bangkok,th
2017-03-23,14:00,Conversation,Bangkok,th
2017-03-23,14:00,Coworking,Bangkok,th
2017-03-23,14:00,Freelance,Bangkok,th
2017-03-23,14:00,New Technology,Bangkok,th
2017-03-23,14:00,Graphic Design,Bangkok,th
2017-03-23,14:00,Collaboration between Creative Minds,Bangkok,th
2017-03-23,14:00,Mobile Technology,Bangkok,th
2017-03-23,14:00,Startup Businesses,Bangkok,th
2017-03-23,14:00,Social Entrepreneurship,Bangkok,th
2017-03-23,14:00,Technology Startups,Bangkok,th
2017-03-23,14:00,iOS Development,Bangkok,th
2017-04-23,20:00,Adventure,Cleveland,us
2017-04-23,20:00,Outdoors,Cleveland,us
2017-04-23,20:00,Exercise,Cleveland,us
2017-04-23,20:00,Exploring,Cleveland,us
2017-04-23,20:00,Hiking,Cleveland,us
2017-04-23,20:00,Campfires,Cleveland,us
2017-04-23,20:00,Bicycling,Cleveland,us
2017-04-23,20:00,Kayaking and Canoeing,Cleveland,us
2017-04-23,20:00,Cross-Country Skiing,Cleveland,us
2017-04-23,20:00,Astronomy,Cleveland,us
2017-04-23,20:00,Social,Cleveland,us
2017-04-23,20:00,Orienteering,Cleveland,us
2017-04-23,20:00,Bowling for Fun,Cleveland,us
2017-04-23,20:00,Potluck,Cleveland,us
2017-04-23,20:00,Snowshoeing,Cleveland,us
2017-03-19,23:00,Social Networking,Orlando,us
2017-03-19,23:00,Outdoors,Orlando,us
2017-03-19,23:00,Fun Times,Orlando,us
2017-03-19,23:00,Fitness,Orlando,us
2017-03-19,23:00,New In Town,Orlando,us
2017-03-19,23:00,Outdoor Adventures,Orlando,us
2017-03-19,23:00,Dining Out,Orlando,us
2017-03-19,23:00,20's & 30's Social,Orlando,us
2017-03-19,23:00,Outdoor  Fitness,Orlando,us
2017-03-19,23:00,Wellness,Orlando,us
2017-03-19,23:00,Adventure,Orlando,us
2017-03-19,23:00,Self-Improvement,Orlando,us
2017-03-19,23:00,Exercise,Orlando,us
2017-03-19,23:00,Healthy Living,Orlando,us
2017-03-19,23:00,Social,Orlando,us
2017-03-19,18:00,Nightlife,Liverpool,gb
2017-03-19,18:00,New In Town,Liverpool,gb
2017-03-19,18:00,Outdoors,Liverpool,gb
2017-03-19,18:00,Outdoor  Fitness,Liverpool,gb
2017-03-19,18:00,Exercise,Liverpool,gb
2017-03-19,18:00,Adventure,Liverpool,gb
2017-03-19,18:00,Fitness,Liverpool,gb
2017-03-19,18:00,Fun Times,Liverpool,gb
2017-03-19,18:00,Coffee,Liverpool,gb
2017-03-19,18:00,Live Music,Liverpool,gb
2017-03-19,18:00,Sports and Recreation,Liverpool,gb
2017-03-19,18:00,20's & 30's Social,Liverpool,gb
2017-03-19,18:00,Young Adults,Liverpool,gb
2017-03-19,18:00,Young Professional Singles,Liverpool,gb
2017-03-19,18:00,Dinner and a Movie,Liverpool,gb
2017-03-25,05:45,Dining Out,Hong Kong,hk
2017-03-25,05:45,Vegan,Hong Kong,hk
2017-03-25,05:45,Vegetarian,Hong Kong,hk
2017-03-25,05:45,Raw Vegan,Hong Kong,hk
2017-03-25,05:45,Animal Rights,Hong Kong,hk
2017-03-25,05:45,Animal Welfare,Hong Kong,hk
2017-03-25,05:45,Animal Rescue,Hong Kong,hk
2017-03-25,05:45,Meat Free Monday,Hong Kong,hk
2017-03-29,12:00,Walking,Genève,ch
2017-03-29,12:00,Leisure Walking,Genève,ch
2017-03-29,12:00,Walking for Fitness,Genève,ch
2017-03-29,12:00,Walking Tours,Genève,ch
2017-03-29,12:00,Walking for health,Genève,ch
2017-03-29,12:00,Nature Walks,Genève,ch
2017-03-21,00:30,Sports and Recreation,Clearwater,us
2017-03-21,00:30,Exercise,Clearwater,us
2017-03-21,00:30,Indoor Tennis,Clearwater,us
2017-03-21,00:30,Tennis,Clearwater,us
2017-03-21,00:30,Outdoor Tennis,Clearwater,us
2017-03-21,00:30,Fitness,Clearwater,us
2017-04-13,21:30,Nightlife,London,gb
2017-04-13,21:30,Clubbing,London,gb
2017-04-13,21:30,Gay Couples,London,gb
2017-04-13,21:30,Live Music,London,gb
2017-04-13,21:30,LGBT,London,gb
2017-04-13,21:30,Film,London,gb
2017-04-13,21:30,Gay Singles,London,gb
2017-04-13,21:30,Gay and Lesbian Friends,London,gb
2017-04-13,21:30,LGBT Social Group,London,gb
2017-04-13,21:30,"Eating, Drinking, Talking, Laughing, Etc",London,gb
2017-04-13,21:30,Gay Men,London,gb
2017-04-13,21:30,Live theatre & musical theatre,London,gb
2017-04-13,21:30,Dancing,London,gb
2017-04-13,21:30,Comedy,London,gb
2017-04-13,21:30,Cabaret,London,gb
2017-04-09,03:00,Exercise,Sydney,au
2017-04-09,03:00,Fitness,Sydney,au
2017-04-09,03:00,Fun Times,Sydney,au
2017-04-09,03:00,Camping,Sydney,au
2017-04-09,03:00,Wellness,Sydney,au
2017-04-09,03:00,Walking,Sydney,au
2017-04-09,03:00,Social Networking,Sydney,au
2017-04-09,03:00,New In Town,Sydney,au
2017-04-09,03:00,Social,Sydney,au
2017-04-09,03:00,Healthy Living,Sydney,au
2017-04-09,03:00,Hiking,Sydney,au
2017-04-09,03:00,Sports and Recreation,Sydney,au
2017-04-09,03:00,Weekend Getaways,Sydney,au
2017-04-09,03:00,Dining Out,Sydney,au
2017-04-09,03:00,Outdoors,Sydney,au
2017-03-25,16:00,Self Exploration,Germantown,us
2017-03-25,16:00,Energy Healing,Germantown,us
2017-03-25,16:00,Holistic Health,Germantown,us
2017-03-25,16:00,Wellness,Germantown,us
2017-03-25,16:00,Developing Intuition,Germantown,us
2017-03-25,16:00,Metaphysics,Germantown,us
2017-03-25,16:00,Self-Empowerment,Germantown,us
2017-03-25,16:00,Meditation,Germantown,us
2017-03-25,16:00,Spirituality,Germantown,us
2017-03-25,16:00,Self-Improvement,Germantown,us
2017-03-25,16:00,Consciousness,Germantown,us
2017-03-25,16:00,Reiki,Germantown,us
2017-03-25,16:00,Alternative Medicine,Germantown,us
2017-03-25,16:00,Breathing Meditation,Germantown,us
2017-03-25,16:00,Crystal Healing,Germantown,us
2017-04-23,20:00,Adventure,Cleveland,us
2017-04-23,20:00,Outdoors,Cleveland,us
2017-04-23,20:00,Exercise,Cleveland,us
2017-04-23,20:00,Exploring,Cleveland,us
2017-04-23,20:00,Hiking,Cleveland,us
2017-04-23,20:00,Campfires,Cleveland,us
2017-04-23,20:00,Bicycling,Cleveland,us
2017-04-23,20:00,Kayaking and Canoeing,Cleveland,us
2017-04-23,20:00,Cross-Country Skiing,Cleveland,us
2017-04-23,20:00,Astronomy,Cleveland,us
2017-04-23,20:00,Social,Cleveland,us
2017-04-23,20:00,Orienteering,Cleveland,us
2017-04-23,20:00,Bowling for Fun,Cleveland,us
2017-04-23,20:00,Potluck,Cleveland,us
2017-04-23,20:00,Snowshoeing,Cleveland,us
2017-03-20,17:30,Small Business,Fort Wayne,us
2017-03-20,17:30,Professional Development,Fort Wayne,us
2017-03-20,17:30,Knowledge Sharing,Fort Wayne,us
2017-03-20,17:30,Entrepreneur Networking,Fort Wayne,us
2017-03-20,17:30,Marketing,Fort Wayne,us
2017-03-20,17:30,Network Marketing,Fort Wayne,us
2017-03-20,17:30,Community Organizations,Fort Wayne,us
2017-03-20,17:30,Business Referral Networking,Fort Wayne,us
2017-03-20,17:30,Professional Networking,Fort Wayne,us
2017-03-20,17:30,Small Business Marketing Strategy,Fort Wayne,us
2017-03-20,17:30,Business Strategy,Fort Wayne,us
2017-03-20,17:30,Entrepreneurship,Fort Wayne,us
2017-03-20,17:30,Community Building,Fort Wayne,us
2017-03-20,17:30,Business Mentoring,Fort Wayne,us
2017-03-20,17:30,Helping Non-Profits,Fort Wayne,us
2017-04-13,02:30,LGBT Friendly,Nyack,us
2017-04-13,02:30,Gay Men,Nyack,us
2017-04-13,02:30,FTM Transgender,Nyack,us
2017-04-13,02:30,Transgender men and women,Nyack,us
2017-04-13,02:30,Gay and Lesbian Friends,Nyack,us
2017-04-13,02:30,Gay,Nyack,us
2017-04-13,02:30,Lesbian,Nyack,us
2017-04-13,02:30,TG,Nyack,us
2017-04-13,02:30,LGBT,Nyack,us
2017-04-13,02:30,LGBT Social Group,Nyack,us
2017-04-13,02:30,Friends & Supporters of LGBT/GLBT,Nyack,us
2017-04-13,02:30,Bisexual,Nyack,us
2017-04-13,02:30,transgender men,Nyack,us
2017-04-13,02:30,LGBTQ,Nyack,us
2017-04-13,02:30,Transgender Women,Nyack,us
2017-04-19,02:30,Expecting Parents,Doylestown,us
2017-04-19,02:30,Preschoolers,Doylestown,us
2017-04-19,02:30,Mom's Night Out,Doylestown,us
2017-04-19,02:30,Toddlers,Doylestown,us
2017-04-19,02:30,Kids,Doylestown,us
2017-04-19,02:30,Family,Doylestown,us
2017-04-19,02:30,Babies,Doylestown,us
2017-04-19,02:30,New Moms,Doylestown,us
2017-04-19,02:30,Stay-at-Home Moms,Doylestown,us
2017-04-19,02:30,Working Moms,Doylestown,us
2017-04-19,02:30,Playdates,Doylestown,us
2017-04-19,02:30,Moms,Doylestown,us
2017-04-19,02:30,Parents,Doylestown,us
2017-04-19,02:30,New Parents,Doylestown,us
2017-03-25,12:00,Linux,Bucharest,ro
2017-03-25,12:00,Cloud Computing,Bucharest,ro
2017-03-25,12:00,Open Source,Bucharest,ro
2017-03-25,12:00,Virtualization,Bucharest,ro
2017-03-25,12:00,Hacking,Bucharest,ro
2017-03-25,12:00,Configuration Management,Bucharest,ro
2017-03-25,12:00,DevOps,Bucharest,ro
2017-03-25,12:00,System Administration,Bucharest,ro
2017-03-25,12:00,Infrastructure as Code,Bucharest,ro
2017-03-25,12:00,OpenStack,Bucharest,ro
2017-03-25,12:00,Puppet (software),Bucharest,ro
2017-03-25,12:00,Docker,Bucharest,ro
2017-04-19,02:30,Expecting Parents,Doylestown,us
2017-04-19,02:30,Preschoolers,Doylestown,us
2017-04-19,02:30,Mom's Night Out,Doylestown,us
2017-04-19,02:30,Toddlers,Doylestown,us
2017-04-19,02:30,Kids,Doylestown,us
2017-04-19,02:30,Family,Doylestown,us
2017-04-19,02:30,Babies,Doylestown,us
2017-04-19,02:30,New Moms,Doylestown,us
2017-04-19,02:30,Stay-at-Home Moms,Doylestown,us
2017-04-19,02:30,Working Moms,Doylestown,us
2017-04-19,02:30,Playdates,Doylestown,us
2017-04-19,02:30,Moms,Doylestown,us
2017-04-19,02:30,Parents,Doylestown,us
2017-04-19,02:30,New Parents,Doylestown,us
2017-03-25,21:30,Dancing,Manchester,gb
2017-03-25,21:30,Social Networking,Manchester,gb
2017-03-25,21:30,Fun Times,Manchester,gb
2017-03-25,21:30,Nightlife,Manchester,gb
2017-03-25,21:30,New In Town,Manchester,gb
2017-03-25,21:30,20's & 30's Social,Manchester,gb
2017-03-25,21:30,20's Social,Manchester,gb
